time_s,NTP,NXP,nt,A,T,AT,a,CP,C,TLcat,D_nt,D_TLcat,V_TX,V_nt_deg,V_RS,V_TL,V_TL_deg,V_EN,mRNA,protein,diag_tau_M,diag_tau_A,diag_tau_NTP,diag_tau_T,diag_tau_slow_state,diag_epsilon_state,diag_dh_dt,diag_tau_slow_track,diag_epsilon_track
100,1498.55442032727,1.75970676212189,4.00672428995815,297.572943249092,0.845277080315883,1.05472291968412,0.0238807126189007,19953.1708103188,46.8291896812043,2.15945820748354,0.0158876388332989,0.0405417925164581,0.0402256944285251,0.000317332563764685,0.317886375993343,0.000620103040746017,0.000401659226591939,0.333765454436711,0.00561165866940917,0.000100339128650843,0.000587408908669443,18874.6686021097,234495.709720067,275.478383462016,275.478383462016,2.13232305666712e-06,1.0770680368415e-06,148551.432710973,3.95424600052378e-09
110,1498.48892082743,1.61944825929731,4.40564947121213,297.420216686408,0.779019128691686,1.12098087130832,0.0305461915902391,19949.9626896043,50.0373103956559,2.15544534833354,0.0192189597541545,0.0445546516664608,0.0402256053203676,0.00034892743812,0.293340001688758,0.000713328831217742,0.000400912834790039,0.308197127729888,0.00617037741066124,0.000128345342816131,0.000588481497427025,20454.0804713235,223921.229179046,298.674072142935,298.674072142935,1.9703133024061e-06,9.92763761591446e-07,161166.237316633,3.65139440632888e-09
120,1498.42052890927,1.49076034087108,4.80425791808165,297.279294523211,0.71791399047981,1.18208600952019,0.0381530977817843,19947.0003446096,52.999655390403,2.15143994616442,0.0228661039777927,0.0485600538355865,0.0402255122693552,0.000380497227112067,0.270646250117507,0.00080830037701739,0.000400167829986581,0.28458606147581,0.00672865254633285,0.000160307133536909,0.000589474316612151,22169.1599177707,215036.023623362,323.898102857863,323.898102857863,1.81993754026658e-06,9.14238600407813e-07,175009.018355415,3.36825108872403e-09
130,1498.34948622953,1.3726764175793,5.20254984357167,297.149283553103,0.661573640402106,1.2384263595979,0.0467163963711581,19944.264914687,55.7350853130373,2.14744198711907,0.0268288207347256,0.0525580128809286,0.0402254156032952,0.000412041947610876,0.249674065824835,0.000904533736050887,0.000399424209604148,0.262791402733234,0.00728648437475024,0.000196287379710748,0.000590392859452034,24031.3305275744,207489.354770679,351.32919721378,351.32919721378,1.68045486721329e-06,8.41165132773629e-07,190212.353990972,3.10386180005983e-09
140,1498.27601342446,1.26431397908254,5.60052546365031,297.029354075101,0.609637567940212,1.29036243205979,0.0562466231591568,19941.7389022349,58.2610977651452,2.14345145736617,0.031106859425358,0.0565485426338302,0.0402253156214683,0.000443561616721105,0.230300433111407,0.0010016244882878,0.000398681971070108,0.242681327140631,0.00784387319838979,0.000236330349408222,0.000591242305241661,26052.9253850671,201020.712358997,381.162032741533,381.162032741533,1.55115739358695e-06,7.73223948143707e-07,206925.820629476,2.8572669348034e-09
150,1498.20031208001,1.16486671335177,5.99818499697503,296.918735949956,0.561771078464963,1.33822892153504,0.0667506102117667,19939.4060844921,60.5939155078953,2.13946834310007,0.0356999696222232,0.0605316568999321,0.0402252125973069,0.000475056251760423,0.212410067599509,0.00109923429882099,0.000397941111816613,0.224132620074939,0.00840081932349444,0.000280464748788936,0.000592027527450034,28247.2486723781,195432.554119262,413.60870446066,413.60870446066,1.43137105448985e-06,7.10105294842838e-07,225318.697328417,2.62751176209364e-09
160,1498.12256649797,1.07359744241144,6.39552866464433,296.816714815583,0.517663660915562,1.38233633908444,0.0782320903862966,19937.2514295734,62.7485704266316,2.13549263054078,0.0406079010720139,0.0645073694592202,0.0402251067807951,0.000506525870239831,0.195895089323876,0.00119708002627615,0.000397201629280585,0.207030249776617,0.00895732305972595,0.000328706262127297,0.000592753103334194,30628.6391389835,190572.345534171,448.900326794853,448.900326794853,1.32045594077966e-06,6.51510339240267e-07,245583.209295769,2.41365484649364e-09
170,1498.04294527788,0.989831794830547,6.79255668997233,296.72262846921,0.477027425816992,1.42297257418301,0.0906922033262025,19935.2610167724,64.7389832275665,2.13152430593393,0.045830403697424,0.0684756940660738,0.0402249984006178,0.000537970489845809,0.18065468381883,0.00129492482976427,0.000396463520903711,0.19126694150268,0.00951338471984921,0.000381059677841187,0.000593423324698914,33212.5349488153,186320.414907268,487.288790376488,487.288790376488,1.21780622993692e-06,5.97152092415664e-07,267938.439858346,2.21477487520135e-09
180,1497.9616027368,0.912952526915559,7.189269298284,296.635863420822,0.439595616026908,1.46040438397309,0.104129920734502,19933.421961102,66.5780388980503,2.12756335555069,0.0513672275988217,0.0724366444493125,0.0402248876660888,0.000569390128424093,0.16659475670303,0.00139257085854857,0.000395726784132428,0.176742756740664,0.0100690046194454,0.000437520675355051,0.000594042209488836,36015.53925671,182581.542269007,529.048689962717,529.048689962717,1.12284978823159e-06,5.46756051862084e-07,292635.078212832,2.02997608187216e-09
190,1497.87868018651,0.84239441418384,7.58566671672864,296.555851619926,0.405121191384703,1.4948788086153,0.118542405113931,19931.7223420025,68.2776579974617,2.12360976568776,0.0572181230557664,0.0763902343122444,0.0402247747688844,0.000600784803964908,0.153627586366087,0.00148985320528331,0.000394991416417923,0.163364680268769,0.0106241830766508,0.000498077332411475,0.000594613513945587,39055.4856840775,179279.00825904,574.479441649243,574.479441649243,1.03504750707622e-06,5.00060600705254e-07,319961.220248798,1.85839244356932e-09
200,1497.79430708475,0.777639646379326,7.98174917411018,296.482067355691,0.373375487546925,1.52662451245308,0.133925313275949,19930.1511361337,69.84886386629,2.11966352266729,0.063382840528386,0.0803364773327128,0.0402246598846064,0.000632154534589526,0.141671478604534,0.00158663487566134,0.000394257415216116,0.151046217436019,0.011178920411919,0.000562711400319113,0.000595140745101904,42351.5026390632,176350.302782769,623.907609656606,623.907609656606,9.53892428767563e-07,4.56817202949811e-07,350249.5067323,1.69919081586824e-09
210,1497.70860207514,0.718213668044126,8.37751690073229,296.414024328563,0.34414694837296,1.55585305162704,0.150273053828515,19928.6981541317,71.3018458682853,2.11572461283686,0.0698611306586245,0.084275387163144,0.0402245431741932,0.000663499338537997,0.130650426309106,0.00168280258158604,0.000393524777987655,0.139707003465474,0.0117332169478043,0.000631399385834097,0.000595627173423582,45924.075179094,173743.977086908,677.68946557205,677.68946557205,8.78908709198839e-07,4.1679042893192e-07,383885.974565253,1.55157315684201e-09
220,1497.62167392807,0.66368141518345,8.77297012825714,296.351272890286,0.317239930692111,1.58276006930789,0.167579006051286,19927.3539812089,72.6460187911334,2.11179302256941,0.0766527442713734,0.0882069774305944,0.0402244247851961,0.000694819234157966,0.120493776732159,0.00177826320603337,0.00039279350219791,0.129272426301751,0.0122870730087635,0.000704113470803724,0.000596075845440874,49795.1028071537,171417.298891484,736.213805626725,736.213805626725,8.09650458718912e-07,3.79757841491859e-07,421321.122353783,1.41477797768788e-09
230,1497.53362239329,0.613643904889597,9.16810908957637,296.293397447932,0.292473579673317,1.60752642032669,0.185835706275428,19926.109921451,73.8900785489642,2.1078687382632,0.0837574323754956,0.0921312617367976,0.0402243048529357,0.000726114239894449,0.111135908291126,0.00187294081931382,0.000392063585316956,0.119673264108814,0.0128404889209753,0.000780822295274909,0.000596489596241467,53987.9512594855,169334.481211057,799.905054954213,799.905054954213,7.45700496011506e-07,3.45509769526652e-07,463083.866540734,1.28808114326522e-09
240,1497.44453897366,0.567735140484288,9.5629340186932,296.240014026852,0.2696807726929,1.6303192273071,0.205035006767974,19924.957945664,75.0420543359464,2.10395174634179,0.091174946164752,0.0960482536582116,0.0402241835015518,0.000757384374280502,0.102515918427711,0.00196677415066198,0.000391335024819573,0.110845338226567,0.0133934650121754,0.000861491625075523,0.000596871061721119,58527.4959442605,167465.327401606,869.226691369763,869.226691369763,6.86669044620047e-07,3.13848992222806e-07,509799.311021568,1.17079613255081e-09
250,1497.35450762823,0.525619299462555,9.9574451506146,296.190767986686,0.248707129240391,1.65129287075961,0.225168211283139,19923.8906426107,76.109357389329,2.10004203325394,0.098905037018638,0.0999579667460654,0.0402240608449561,0.000788629655928677,0.0945773236248581,0.00205971443798252,0.000390607818185232,0.102729182116376,0.013946001611505,0.000946084921357726,0.000597222690510884,63440.1542572624,165784.182590959,944.685025565905,944.685025565905,6.32192396775976e-07,2.84590354054239e-07,562211.605982633,1.06227385588574e-09
260,1497.26360541172,0.48698817536374,10.3516427212527,296.145331884141,0.229410084209343,1.67058991579066,0.246226190737311,19922.9011734768,77.0988265232185,2.0961395854736,0.10694745650314,0.103860414526406,0.0402239369876995,0.000819850103523213,0.0872677723555753,0.00215172359331882,0.000389881962898089,0.0952697265519013,0.0144980990493735,0.00103456382662736,0.00059754675551822,68753.9035092234,164269.113426244,1026.83337949724,1026.83337949724,5.8193156499333e-07,2.57560327727291e-07,621213.683845793,9.61902113647826e-10
270,1497.17190305697,0.451558848408329,10.7455269673344,296.103403475991,0.211658021777778,1.68834197822222,0.268199481898047,19921.9832294045,78.0167705955081,2.09224438949986,0.115301956371413,0.107755610500147,0.0402238120257619,0.000851045735812886,0.0805387714561563,0.00224277263322756,0.000389157456446973,0.0884160011617644,0.0150497576573311,0.00112688857940356,0.000597845365035267,74498.2806605901,162901.26020798,1116.27671035477,1116.27671035477,5.35570938181861e-07,2.32596539739795e-07,687886.415588947,8.69104770041737e-10
280,1497.07946550571,0.419071562274105,11.139098126319,296.064703855436,0.195329466963458,1.70467053303654,0.291078371528706,19921.130991928,78.8690080719931,2.08835643185689,0.123968288564398,0.11164356814311,0.0402236860472713,0.000882216571604462,0.0743454261687271,0.00233284033248482,0.000388434296325382,0.082120852180702,0.0156009777679537,0.00122301836776767,0.000598120473381649,80704.3594905574,161664.320381809,1213.6767342135,1213.6767342135,4.92816955718649e-07,2.0954727078408e-07,763550.865641508,7.83340704982542e-10
290,1496.98635239279,0.389287787313934,11.5323564363219,296.02897571504,0.180312331932814,1.71968766806719,0.314852968038483,19920.3390961521,79.6609038478922,2.08447569909392,0.132946205211366,0.115524300906079,0.0402235591331606,0.000913362629756695,0.0686461939165657,0.00242191206686877,0.00038771248003147,0.0763406762004388,0.0161517597147366,0.0013229116304138,0.000598373891060009,87404.7002124044,160544.133374212,1319.75761093738,1319.75761093738,4.53396810218053e-07,1.88270941311922e-07,849839.06111627,7.04102598289657e-10
300,1496.89261848824,0.361988452366568,11.9253021360459,295.99598172935,0.166503214118673,1.73349678588133,0.339513262387027,19919.6025965147,80.3974034853357,2.08060217778516,0.142235458630413,0.119397822214841,0.0402234313577663,0.000944483929174835,0.063402651709003,0.00250997881668246,0.00038699200506804,0.0710351695304954,0.016702103831997,0.00142652631255053,0.000598607294412294,94633.2659324432,159528.344157147,1435.31226087831,1435.31226087831,4.1705718729525e-07,1.6863559068432e-07,948791.410820951,6.30915591757247e-10
310,1496.79831410112,0.336972329461307,12.317935464717,295.965503050448,0.153806743233519,1.74619325676648,0.365049179727635,19918.916934979,81.0830650209798,2.07673585452977,0.151835801328901,0.123264145470233,0.0402233027893759,0.000975580488805586,0.0585792769463059,0.00259703630744014,0.000386272868942537,0.066167092735479,0.0172520104547857,0.00153382008288922,0.000598822234772612,102425.299743792,158606.128674248,1561.20939431142,1561.20939431142,3.83563048592033e-07,1.50518356833704e-07,1062993.26783624,5.63335867584124e-10
320,1496.70348544869,0.314054557226725,12.7102566620264,295.937337909831,0.142134974342141,1.75786502565786,0.39145062305904,19918.2779115078,81.722088492212,2.07287671595181,0.161746986003842,0.127123284048191,0.0402231734907287,0.00100665232763249,0.0541432413031874,0.00268308426798236,0.000385555069167037,0.0617020498157934,0.0178014799188044,0.00164475051705479,0.000599020147118424,110817.155670483,157767.968145313,1698.40134650595,1698.40134650595,3.52696462676954e-07,1.33804961999289e-07,1195770.30335281,5.00949175137431e-10
330,1496.60817499401,0.29306529035299,13.1022659680767,295.911300320145,0.131406824194542,1.76859317580546,0.418707509976257,19917.6816566734,82.318343326627,2.06902474870021,0.171968765542255,0.130975251299796,0.0402230435194725,0.00103769946467168,0.0500642172781462,0.0027681257894761,0.000384838603258238,0.057608281462882,0.0183505125603315,0.00175927525200108,0.000599202358227587,119846.076223767,157005.462391455,1847.93282592784,1847.93282592784,3.24255486898842e-07,1.1838920892778e-07,1351474.52583794,4.43369332363901e-10
340,1496.51242175498,0.273848463707327,13.4939636233332,295.887218870595,0.121547548161278,1.77845245183872,0.44680980345562,19917.1246062688,82.8753937312408,2.06517993944869,0.182500893021463,0.134820060551316,0.0402229129285832,0.00106872191896799,0.0463141969577386,0.00285216677128913,0.000384123468737456,0.0538564717778297,0.018899108716153,0.00187735211535975,0.000599370094351892,129549.908972293,156311.174449768,2010.95069938195,2010.95069938195,2.9805310221484e-07,1.04172490982697e-07,1535914.12176729,3.90236723432317e-10
350,1496.41626158722,0.256260660844742,13.8853498685785,295.864935609992,0.112488255160425,1.78751174483958,0.475747537483657,19916.6034777858,83.3965222142268,2.06134227489574,0.193343121709369,0.138657725104257,0.0402227817667476,0.00109971970959142,0.0428673224831916,0.00293521544191657,0.000383409663130609,0.0504195678213553,0.0194472687234994,0.00199893923312461,0.000599524488421759,139966.754451538,155678.500525509,2188.71495835821,2188.71495835821,2.7391620189386e-07,9.10633187260764e-08,1757019.20639735,3.41216809832741e-10
360,1496.3197274431,0.24017007765742,14.2764249448714,295.844305011785,0.104165458130098,1.79583454186991,0.505510838227188,19916.1152486369,83.8847513630398,2.05751174176459,0.204495205064686,0.142488258235409,0.0402226500787147,0.00113069285563381,0.0396997277005053,0.00301728194484351,0.000382697183968214,0.0472726113512056,0.0199949929199879,0.00212399511860163,0.000599666586798134,151134.537880563,155101.560521381,2382.61103368524,2382.61103368524,2.51684634344455e-07,7.89768648835389e-08,2025909.74250421,2.95998668754557e-10
370,1496.22284960924,0.225455572807617,14.6671890935085,295.82519301556,0.0965206576653014,1.8034793423347,0.536089941350523,19915.6571360013,84.3428639986402,2.05368832680312,0.215956896737143,0.146311673196886,0.0402225179056176,0.00116164137620588,0.0367893904403775,0.0030983779807516,0.00038198602878538,0.0443925821024194,0.0205422816435694,0.00225247874517026,0.000599797355590119,163090.497781516,154575.10544984,2594.16365431989,2594.16365431989,2.31210299547338e-07,6.78345289778099e-08,2358680.78412307,2.54293569366198e-10
380,1496.12565592402,0.212005797354185,15.0576425559902,295.807476139868,0.0894999565963678,1.81050004340364,0.567475206005404,19915.2265781828,84.7734218172292,2.04987201678382,0.227727950567657,0.15012798321618,0.0402223852852679,0.00119256529043443,0.0341159948832762,0.00317851649866017,0.000381276195121791,0.0417582519652294,0.0210891352324793,0.00238434960506472,0.000599917686557338,175870.585645481,154094.438705567,2825.05247885556,2825.05247885556,2.12356298174102e-07,5.75635224612532e-08,2779538.03309549,2.1583359515654e-10
390,1496.02817197717,0.199718396750902,15.4477855739879,295.791040661466,0.0830537033767249,1.81694629662328,0.599657125949475,19914.8212173742,85.1787826257683,2.0460627985038,0.239808120588486,0.1539372014962,0.0402222522524268,0.00122346461745984,0.0316608034553076,0.00325771142965625,0.000380567680521707,0.0393500494377816,0.0216355540251931,0.00251956775609023,0.000600028402617143,189508.772525925,153655.348852514,3077.12976886697,3077.12976886697,1.94996132008459e-07,4.80964747716003e-08,3326647.13494711,1.80370318304494e-10
400,1495.93042129268,0.188499278935674,15.8376183893149,295.775781856326,0.0771361622778457,1.82286383772216,0.63262633819291,19914.4388837291,85.5611162708623,2.04226065878468,0.252197161023348,0.157739341215321,0.0402221188390525,0.00125433937643374,0.0294065377121042,0.0033359774577244,0.000379860482533951,0.0371499337280132,0.0221815383603851,0.00265809385795341,0.00060013026297691,204036.260873037,153254.05194928,3352.44042119566,3352.44042119566,1.79012954020782e-07,3.93710604007358e-08,4063898.67002439,1.47673530199834e-10
410,1495.83242549672,0.178261942927709,16.2271412438997,295.76160329809,0.0717052085083018,1.8282947914917,0.666373629517396,19914.0775806457,85.9224193542427,2.03846558447257,0.264894826287524,0.161534415527431,0.040221985074528,0.00128518958651685,0.0273372676807673,0.00341332982292067,0.000379154598711898,0.035141277923367,0.0227270885768903,0.00279988919965292,0.000600223967911628,219480.60318483,152887.141894485,3653.24473417883,3653.24473417883,1.64298866236933e-07,3.13296468438434e-08,5106983.83539046,1.17530030886761e-10
420,1495.73420447164,0.168926862708246,16.6163543797607,295.748416209822,0.0667220464711653,1.83327795352884,0.700889941172622,19913.7354711768,86.2645288231361,2.03467756243803,0.277900870987941,0.165322437561971,0.04022185098587,0.00131601526687705,0.0254383091390708,0.00348978415278243,0.000378450026613474,0.0333087606387775,0.0232722050136704,0.0029449157192127,0.00060031016320703,235864.733272894,152551.547466933,3982.04435398735,3982.04435398735,1.50754263348654e-07,2.39189630392042e-08,6689253.19788125,8.97424787862973e-11
430,1495.63577649733,0.16042092178247,17.0052580389839,295.736138865259,0.0621509495054639,1.83784905049454,0.736166372011642,19913.410865483,86.5891345170012,2.03089657957602,0.291215049923232,0.169103420423987,0.0402217165979203,0.00134681643668753,0.0236961283373371,0.00356535631837442,0.000377746763801139,0.031638265608656,0.0238168880097814,0.00309313601685564,0.000600389444287782,253205.921008884,152244.495056769,4341.61193210432,4341.61193210432,1.38287219971957e-07,1.70897878116224e-08,9362316.35896543,6.41283012951004e-11
440,1495.53715838103,0.152676894093294,17.393852463702,295.724696035935,0.0579590195447984,1.8420409804552,0.77219418029749,19913.1022092523,86.8977907477386,2.02712262280583,0.304837118083782,0.17287737719417,0.0402215819335217,0.00137759311512519,0.0220982536812967,0.00364006231185379,0.000377044807841885,0.0301167886855755,0.0243611379043445,0.00324451336259449,0.00060046236004998,271514.667472497,151963.476185128,4735.0251306143,4735.0251306143,1.26812919358694e-07,1.07966576595991e-08,14819401.0632307,4.05186658683409e-11
450,1495.43836557646,0.145632967435561,17.7821378960746,295.714018480815,0.0541159652332872,1.84588403476672,0.808964784381231,19912.808073015,87.191926984977,2.0233556790711,0.318766830651757,0.176644320928906,0.0402214470136797,0.0014083453213691,0.0206331939176067,0.0037139181428255,0.000376344156307224,0.0287323517540936,0.024904955036519,0.0033990116990808,0.000600529416416485,290793.564193659,151706.219127843,5165.70574080204,5165.70574080204,1.16253121364061e-07,4.99759316989348e-09,32015411.1310766,1.87575106862697e-11
460,1495.33941229323,0.139232305803198,18.1701145782713,295.704042475306,0.0505938971434278,1.84940610285658,0.846469762427355,19912.5271422871,87.4728577128813,2.01959573533969,0.333003943001118,0.180404264660316,0.0402213118577111,0.00143907307459909,0.0192903623886294,0.00378693975108968,0.000375644806773182,0.0274739230831465,0.025448339745478,0.00355659564045107,0.000600591079632775,311036.147435818,151470.664025073,5637.46483878798,5637.46483878798,1.06535667504384e-07,-3.46156725518453e-10,462218377.413761,1.29936650938296e-12
470,1495.24031159735,0.133422647435716,18.5577827524552,295.694709376712,0.0473671388180359,1.85263286118197,0.884700851339999,19912.258208479,87.7417915209547,2.0158427786037,0.347548210697623,0.184157221396306,0.0402211764833795,0.00146977639399445,0.0180600069399718,0.00385914293369776,0.000374946756820288,0.0263313436714552,0.0259912923703854,0.00371723046781512,0.000600647779320448,332225.785955827,151254.940996808,6154.55510040699,6154.55510040699,9.7594020935929e-08,-5.27035348115536e-09,30358495.036831,1.9785163216811e-11
480,1495.14107550353,0.128155935592749,18.9451426607679,295.685965223397,0.0444120524568952,1.85558794754311,0.923649945023263,19912.0001605135,87.99983948646,2.01209679587939,0.362399389498817,0.187903204120609,0.0402210409070213,0.00150045529873282,0.0169331450910236,0.00393054328447536,0.000374250004033567,0.0252952591625977,0.0265338132503752,0.00388088212194648,0.000600699911304529,354334.647683417,151057.350835024,6721.73164266128,6721.73164266128,8.9366839266838e-08,-9.80799150528032e-09,16313227.8320042,3.68228726706092e-11
490,1495.04171505999,0.123387979361727,19.332194545316,295.677760365132,0.041706878147869,1.85829312185213,0.96330909209256,19911.7519770979,88.2480229021141,2.00835777420717,0.377557235354006,0.191642225792829,0.0402209051436604,0.00153110980798903,0.0159015040997135,0.00400115614439751,0.000373554546002534,0.0243570569358782,0.0270759027245322,0.00404751719366622,0.000600747840229938,377322.796785522,150876.347930167,7344.32306754173,7344.32306754173,8.17975781709475e-08,-1.39895054143897e-08,11437144.8639937,5.25260322723729e-11
500,1494.94224042636,0.119078142007365,19.7189386481585,295.670049122256,0.0392315856156366,1.86076841438437,1.00367049313765,19911.5127196009,88.4872803990864,2.00462570065151,0.393021504404228,0.195374299348491,0.0402207692071135,0.00156173994093415,0.0149574655728809,0.00407099656140313,0.000372860380321181,0.0235088079980903,0.0276175611318747,0.00421710291234305,0.000600791901981751,401137.476851648,150710.525129761,8028.31477385855,8028.31477385855,7.48341238360538e-08,-1.78429628331772e-08,8967120.623179,6.69994223595891e-11
510,1494.84266094528,0.115189054603021,20.1053752112953,295.662789471457,0.0369677375397554,1.86303226246025,1.04472649762621,19911.2815254885,88.718474511447,2.00090056230092,0.408791952982207,0.199099437699079,0.040220633110088,0.00159234571673458,0.0140940142969719,0.00414007925839846,0.000372167504587972,0.0227432133289217,0.0281587888113379,0.00438960713288325,0.000600832405922942,425712.637547759,150558.60027944,8780.44709567699,8780.44709567699,6.84284523755925e-08,-2.13942435748964e-08,7478647.20899696,8.03397177500402e-11
520,1494.74298520821,0.111686352871128,20.4915044766563,295.655942756161,0.0348983635609028,1.8651016364391,1.08646960052321,19911.0576022751,88.9423977248971,1.99718234626792,0.424868337612307,0.202817653732087,0.0402204968642704,0.00162292715455118,0.0133046909837389,0.0042084186083505,0.000371475916405832,0.0220535543544507,0.0286995861017596,0.00456499832152611,0.000600869636962526,450968.760366841,150419.404232937,9608.33145635312,9608.33145635312,6.25363144154676e-08,-2.46672060191278e-08,6486344.65840723,9.26360945349571e-11
530,1494.64322111589,0.108538435319987,20.8773266860924,295.649473419616,0.0330078441536761,1.86699215584633,1.12889243869318,19910.8402219503,89.1597780496906,1.99347103968895,0.441250415010467,0.206528960311057,0.0402203604804091,0.00165348427353851,0.0125835486435442,0.00427602861551029,0.000370785613382144,0.0214336472418847,0.029239953341866,0.00474324554072765,0.000600903857466313,476813.033426642,150291.870144207,10520.5885396685,10520.5885396685,5.71169431444416e-08,-2.76838414868154e-08,5779544.72381302,1.03970794618208e-10
540,1494.5433759339,0.105716240947471,21.2628420813656,295.643348758945,0.0312818036110139,1.86871819638899,1.17198778714117,19910.6287158456,89.3712841543695,1.98976662972437,0.457937942084139,0.21023337027563,0.0402202239683892,0.00168401709284415,0.0119251123202446,0.00434292290191123,0.000370096593128733,0.0208778007339097,0.0297798908702599,0.00492431843336627,0.000600935309021598,503139.915069368,150175.023889854,11527.0135283974,11527.0135283974,5.21327842238722e-08,-3.04644173705272e-08,5252028.88517383,1.14419650417004e-10
