time_s,V_TX_uM_s,V_nt_deg_uM_s,V_RS_uM_s,V_TL_uM_s,V_TL_deg_uM_s,V_EN_uM_s,D_nt_uM,D_TLcat_uM
9090,0.0400960925454836,0.0206081954581491,0.00558242839945004,0.0055676612185698,7.54495359215308e-05,0.0167305679655238,104.878079154697,1.79435733375521
9100,0.040095939262794,0.0206236237015447,0.00557400329163979,0.00555925186069742,7.53093302165375e-05,0.0167053104845909,105.084238260781,1.79511112786808
9110,0.0400957859600002,0.0206390396092492,0.00556558710633479,0.00555085143988555,7.5169385051751e-05,0.0166800797876539,105.290551587612,1.79586352122715
9120,0.0400956326370982,0.0206544431910128,0.00555717985205317,0.00554245996443557,7.50296999430092e-05,0.0166548759000275,105.497019011882,1.79661451643544
9130,0.040095479294084,0.0206698344565778,0.00554878153707758,0.00553407744254065,7.48902744071651e-05,0.0166296988463695,105.703640410381,1.79736411609051
9140,0.0400953259309539,0.0206852134156787,0.00554039216971906,0.00552570388226711,7.47511079618268e-05,0.0166045486513654,105.910415659996,1.79811232278588
9150,0.0400951725477037,0.0207005800780425,0.00553201175817211,0.00551733929156572,7.46122001254979e-05,0.0165794253393525,106.117344637711,1.79885913911023
9160,0.0400950191443297,0.0207159344533886,0.00552364031048091,0.00550898367827497,7.44735504176114e-05,0.0165543289342331,106.324427220606,1.79960456764725
9170,0.0400948657208279,0.0207312765514285,0.00551527783457492,0.00550063705011913,7.43351583584921e-05,0.0165292594595669,106.53166328586,1.80034861097585
9180,0.0400947122771944,0.0207466063818659,0.00550692433826969,0.0054922994147089,7.41970234693561e-05,0.0165042169385735,106.739052710748,1.80109127167013
9190,0.0400945588134251,0.020761923954397,0.00549857982926753,0.00548397077954207,7.40591452723084e-05,0.0164792013941341,106.946595372643,1.80183255229942
9200,0.0400944053295163,0.0207772292787104,0.00549024431515833,0.00547565115200418,7.39215232903412e-05,0.0164542128487943,107.154291149014,1.80257245542828
9210,0.040094251825464,0.0207925223644868,0.00548191780342024,0.00546734053936916,7.37841570473325e-05,0.0164292513247663,107.362139917426,1.8033109836165
9220,0.0400940983012643,0.0208078032213994,0.0054736003014205,0.00545903894879994,7.36470460680441e-05,0.0164043168439307,107.570141555544,1.80404813941912
9230,0.0400939447569131,0.0208230718591137,0.0054652918164161,0.00545074638734914,7.35101898781199e-05,0.0163794094278392,107.778295941126,1.80478392538646
