reaction_id,aminoacylation_subsystems,full_subsystem_files,interface_with_other_modules,n_reactants,n_products,reactants,products,net_stoichiometry,is_degradation_sink,k1_author_value,k1_is_zero,rate_law,pathway_membership
re0000000216,Aminoacylation_B_GlyGCC,Aminoacylation_B_GlyGCC,false,2,1,Gly:1|tRNAGlyGCC:1,GlytRNAGlyGCC:1,Gly:-1|GlytRNAGlyGCC:+1|tRNAGlyGCC:-1,false,0.0,true,k1 * tRNAGlyGCC * Gly,shared
re0000000217,Aminoacylation_B_GlyGCC,Aminoacylation_B_GlyGCC,false,2,1,GlyRS_GlyAMP_tRNAGlyGCC:1|PPi:1,GlyRS_GlyAMP_PPi_tRNAGlyGCC:1,GlyRS_GlyAMP_PPi_tRNAGlyGCC:+1|GlyRS_GlyAMP_tRNAGlyGCC:-1|PPi:-1,false,0.0,true,k1 * GlyRS_GlyAMP_tRNAGlyGCC * PPi,Gly
re0000000218,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MettRNAfMetCAU:1,Met:1|tRNAfMetCAU:1,Met:+1|MettRNAfMetCAU:-1|tRNAfMetCAU:+1,false,0.0,true,k1 * MettRNAfMetCAU,shared
re0000000219,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,3,MetRS_MetAMP_tRNAfMetCAU:1,MetAMP:1|MetRS_degraded:1|tRNAfMetCAU:1,MetAMP:+1|MetRS_MetAMP_tRNAfMetCAU:-1|MetRS_degraded:+1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_MetAMP_tRNAfMetCAU,Met
re0000000220,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,1,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:+1|MetRS_MetAMP_tRNAfMetCAU:-1,false,13.7,false,k1 * MetRS_MetAMP_tRNAfMetCAU,Met
re0000000221,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,1,MetRS_AMP_MettRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:-1|MetRS_MetAMP_tRNAfMetCAU:+1,false,0.0,true,k1 * MetRS_AMP_MettRNAfMetCAU,Met
re0000000222,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_AMP_MettRNAfMetCAU:1,AMP:1|MetRS_MettRNAfMetCAU:1,AMP:+1|MetRS_AMP_MettRNAfMetCAU:-1|MetRS_MettRNAfMetCAU:+1,false,1000.0,false,k1 * MetRS_AMP_MettRNAfMetCAU,Met
re0000000223,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,AMP:1|MetRS_MettRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:1,AMP:-1|MetRS_AMP_MettRNAfMetCAU:+1|MetRS_MettRNAfMetCAU:-1,false,0.0,true,k1 * MetRS_MettRNAfMetCAU * AMP,Met
re0000000224,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_AMP_MettRNAfMetCAU:1,MetRS_AMP:1|MettRNAfMetCAU:1,MetRS_AMP:+1|MetRS_AMP_MettRNAfMetCAU:-1|MettRNAfMetCAU:+1,false,1.685,false,k1 * MetRS_AMP_MettRNAfMetCAU,Met
re0000000225,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_AMP:1|MettRNAfMetCAU:1,MetRS_AMP_MettRNAfMetCAU:1,MetRS_AMP:-1|MetRS_AMP_MettRNAfMetCAU:+1|MettRNAfMetCAU:-1,false,5.6,false,k1 * MetRS_AMP * MettRNAfMetCAU,Met
re0000000226,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_MettRNAfMetCAU:1,MetRS:1|MettRNAfMetCAU:1,MetRS:+1|MetRS_MettRNAfMetCAU:-1|MettRNAfMetCAU:+1,false,1.685,false,k1 * MetRS_MettRNAfMetCAU,Met
re0000000227,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS:1|MettRNAfMetCAU:1,MetRS_MettRNAfMetCAU:1,MetRS:-1|MetRS_MettRNAfMetCAU:+1|MettRNAfMetCAU:-1,false,5.6,false,k1 * MetRS * MettRNAfMetCAU,Met
re0000000228,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,3,MetRS_AMP_MettRNAfMetCAU:1,AMP:1|MetRS_degraded:1|MettRNAfMetCAU:1,AMP:+1|MetRS_AMP_MettRNAfMetCAU:-1|MetRS_degraded:+1|MettRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_AMP_MettRNAfMetCAU,Met
re0000000229,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_MettRNAfMetCAU:1,MetRS_degraded:1|MettRNAfMetCAU:1,MetRS_MettRNAfMetCAU:-1|MetRS_degraded:+1|MettRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_MettRNAfMetCAU,Met
re0000000230,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,Met:1|MetRS_tRNAfMetCAU:1,MetRS_Met_tRNAfMetCAU:1,Met:-1|MetRS_Met_tRNAfMetCAU:+1|MetRS_tRNAfMetCAU:-1,false,5.0,false,k1 * MetRS_tRNAfMetCAU * Met,Met
re0000000231,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1|PPi:1,MetRS_MetAMP_PPi_tRNAfMetCAU:-1|MetRS_MetAMP_tRNAfMetCAU:+1|PPi:+1,false,1000.0,false,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,Met
re0000000232,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_Met_tRNAfMetCAU:1,Met:1|MetRS_tRNAfMetCAU:1,Met:+1|MetRS_Met_tRNAfMetCAU:-1|MetRS_tRNAfMetCAU:+1,false,350.0,false,k1 * MetRS_Met_tRNAfMetCAU,Met
re0000000233,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,ATP:1|MetRS_tRNAfMetCAU:1,MetRS_ATP_tRNAfMetCAU:1,ATP:-1|MetRS_ATP_tRNAfMetCAU:+1|MetRS_tRNAfMetCAU:-1,false,10.0,false,k1 * MetRS_tRNAfMetCAU * ATP,Met
re0000000234,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_ATP_tRNAfMetCAU:1,ATP:1|MetRS_tRNAfMetCAU:1,ATP:+1|MetRS_ATP_tRNAfMetCAU:-1|MetRS_tRNAfMetCAU:+1,false,2500.0,false,k1 * MetRS_ATP_tRNAfMetCAU,Met
re0000000235,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,Met:1|MetRS_ATP_tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,Met:-1|MetRS_ATP_tRNAfMetCAU:-1|MetRS_Met_ATP_tRNAfMetCAU:+1,false,5.0,false,k1 * MetRS_ATP_tRNAfMetCAU * Met,Met
re0000000236,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_Met_ATP_tRNAfMetCAU:1,Met:1|MetRS_ATP_tRNAfMetCAU:1,Met:+1|MetRS_ATP_tRNAfMetCAU:+1|MetRS_Met_ATP_tRNAfMetCAU:-1,false,350.0,false,k1 * MetRS_Met_ATP_tRNAfMetCAU,Met
re0000000237,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,ATP:1|MetRS_Met_tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,ATP:-1|MetRS_Met_ATP_tRNAfMetCAU:+1|MetRS_Met_tRNAfMetCAU:-1,false,10.0,false,k1 * MetRS_Met_tRNAfMetCAU * ATP,Met
re0000000238,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_Met_ATP_tRNAfMetCAU:1,ATP:1|MetRS_Met_tRNAfMetCAU:1,ATP:+1|MetRS_Met_ATP_tRNAfMetCAU:-1|MetRS_Met_tRNAfMetCAU:+1,false,2500.0,false,k1 * MetRS_Met_ATP_tRNAfMetCAU,Met
re0000000239,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,1,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:+1|MetRS_Met_ATP_tRNAfMetCAU:-1,false,200.0,false,k1 * MetRS_Met_ATP_tRNAfMetCAU,Met
re0000000240,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:-1|MetRS_Met_ATP_tRNAfMetCAU:+1,false,0.0,true,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,Met
re0000000241,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS:1|tRNAfMetCAU:1,MetRS_tRNAfMetCAU:1,MetRS:-1|MetRS_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS * tRNAfMetCAU,Met
re0000000242,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_Met:1|tRNAfMetCAU:1,MetRS_Met_tRNAfMetCAU:1,MetRS_Met:-1|MetRS_Met_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS_Met * tRNAfMetCAU,Met
re0000000243,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_tRNAfMetCAU:1,MetRS:1|tRNAfMetCAU:1,MetRS:+1|MetRS_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_tRNAfMetCAU,Met
re0000000244,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_Met_tRNAfMetCAU:1,MetRS_Met:1|tRNAfMetCAU:1,MetRS_Met:+1|MetRS_Met_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_Met_tRNAfMetCAU,Met
re0000000245,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_ATP:1|tRNAfMetCAU:1,MetRS_ATP_tRNAfMetCAU:1,MetRS_ATP:-1|MetRS_ATP_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS_ATP * tRNAfMetCAU,Met
re0000000246,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_ATP_tRNAfMetCAU:1,MetRS_ATP:1|tRNAfMetCAU:1,MetRS_ATP:+1|MetRS_ATP_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_ATP_tRNAfMetCAU,Met
re0000000247,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_Met_ATP:1|tRNAfMetCAU:1,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_Met_ATP:-1|MetRS_Met_ATP_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS_Met_ATP * tRNAfMetCAU,Met
re0000000248,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_Met_ATP_tRNAfMetCAU:1,MetRS_Met_ATP:1|tRNAfMetCAU:1,MetRS_Met_ATP:+1|MetRS_Met_ATP_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_Met_ATP_tRNAfMetCAU,Met
re0000000249,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_MetAMP_PPi:1|tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_PPi:-1|MetRS_MetAMP_PPi_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS_MetAMP_PPi * tRNAfMetCAU,Met
re0000000250,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_PPi:1|tRNAfMetCAU:1,MetRS_MetAMP_PPi:+1|MetRS_MetAMP_PPi_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,Met
re0000000251,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_MetAMP:1|tRNAfMetCAU:1,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_MetAMP:-1|MetRS_MetAMP_tRNAfMetCAU:+1|tRNAfMetCAU:-1,false,50.0,false,k1 * MetRS_MetAMP * tRNAfMetCAU,Met
re0000000252,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_MetAMP_tRNAfMetCAU:1,MetRS_MetAMP:1|tRNAfMetCAU:1,MetRS_MetAMP:+1|MetRS_MetAMP_tRNAfMetCAU:-1|tRNAfMetCAU:+1,false,150.0,false,k1 * MetRS_MetAMP_tRNAfMetCAU,Met
re0000000253,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,2,MetRS_tRNAfMetCAU:1,MetRS_degraded:1|tRNAfMetCAU:1,MetRS_degraded:+1|MetRS_tRNAfMetCAU:-1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_tRNAfMetCAU,Met
re0000000254,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,3,MetRS_ATP_tRNAfMetCAU:1,ATP:1|MetRS_degraded:1|tRNAfMetCAU:1,ATP:+1|MetRS_ATP_tRNAfMetCAU:-1|MetRS_degraded:+1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_ATP_tRNAfMetCAU,Met
re0000000255,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,3,MetRS_Met_tRNAfMetCAU:1,Met:1|MetRS_degraded:1|tRNAfMetCAU:1,Met:+1|MetRS_Met_tRNAfMetCAU:-1|MetRS_degraded:+1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_Met_tRNAfMetCAU,Met
re0000000256,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,4,MetRS_Met_ATP_tRNAfMetCAU:1,ATP:1|Met:1|MetRS_degraded:1|tRNAfMetCAU:1,ATP:+1|Met:+1|MetRS_Met_ATP_tRNAfMetCAU:-1|MetRS_degraded:+1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_Met_ATP_tRNAfMetCAU,Met
re0000000257,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,1,4,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetAMP:1|MetRS_degraded:1|PPi:1|tRNAfMetCAU:1,MetAMP:+1|MetRS_MetAMP_PPi_tRNAfMetCAU:-1|MetRS_degraded:+1|PPi:+1|tRNAfMetCAU:+1,true,0.0,true,k1 * MetRS_MetAMP_PPi_tRNAfMetCAU,Met
re0000000258,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU|Elongation_A_Met,true,1,1,MettRNAfMetCAU:1,MettRNAfMetCAU_degraded:1,MettRNAfMetCAU:-1|MettRNAfMetCAU_degraded:+1,true,0.0,true,k1 * MettRNAfMetCAU,shared
re0000000259,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,Met:1|tRNAfMetCAU:1,MettRNAfMetCAU:1,Met:-1|MettRNAfMetCAU:+1|tRNAfMetCAU:-1,false,0.0,true,k1 * tRNAfMetCAU * Met,shared
re0000000260,Aminoacylation_B_fMetCAU,Aminoacylation_B_fMetCAU,false,2,1,MetRS_MetAMP_tRNAfMetCAU:1|PPi:1,MetRS_MetAMP_PPi_tRNAfMetCAU:1,MetRS_MetAMP_PPi_tRNAfMetCAU:+1|MetRS_MetAMP_tRNAfMetCAU:-1|PPi:-1,false,0.0,true,k1 * MetRS_MetAMP_tRNAfMetCAU * PPi,Met
